track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec
1uW61kwzsvy4bnoexyz3Ad,Say My Name,222481,31,"['uk garage', 'eurodance', 'trance', 'hard house']",0EMjuR1Khcnfsz6rVg3CKw,Bodies,2026-01-23,,"['6KyV1kU48HwGZpcQYy9cpR', '4Zd4UkFH4ixGwkoC2rwigR']","['Kara Okay', 'Freddi']",2026,222.481
0ZFqqr5USoYxuojSD2Onrb,Witch Doctor - Hot Since 82 Remix,217500,56,"['tech house', 'deep house', 'house']",3ZfdHJv0RTmvKM52mKsTAs,Witch Doctor (Hot Since 82 Remix),2026-01-23,,"['7kNqXtgeIwFtelmRjWv205', '7btR5VXutQv39SDEzcfXEk', '1tRBmMtER4fGrzrt8O9VpS']","['John Summit', 'Nic Fanciulli', 'Hot Since 82']",2026,217.5
0Qbh4yOiVqsOsNgwLCnbBH,You & Me - Notre Dame Remix,247680,45,"['afro house', 'afro tech', 'organic house', 'melodic techno', 'tech house', 'melodic house']",5anuE7d0xZMpGBuAQWzLl9,You & Me (Notre Dame Remix),2026-01-23,,"['3NKKngINK1tP6BFy0WOyWk', '6Q1Ps2F5LkdxLAM6S7KPpt']","['Max Styler', 'Notre Dame']",2026,247.68
7IoMy7XoHP5w2TR9xUi8Ts,GO GO GO,212307,39,"['tech house', 'bass house', 'g-house']",3Hc7jNzHjNI3YbyLXfx3Jm,GO GO GO,2026-01-23,,"['3abRKajGbb3kLMy9AWzfMA', '7iBrlNg54cJghrZBVrq3Yt']","['BIJOU', 'WIN WIN']",2026,212.307
1zdpuot7uYIIPUAqKUcMap,Drop That Beat,208915,38,[],5HSSnZBsoHxq1Ch7LH9niU,Drop That Beat,2026-01-23,,"['7sAqpkrQBaOkddsv1Tz1XK', '4FuPIvoA4iAe0sVoEfXhal']","['Mosimann', 'Ixxel']",2026,208.915
4Ez0uBYDWXeDWc12LY0sqH,Concept Of Grime,245647,45,"['rally house', 'breakcore']",7p1Udiqr6FXebJLlWbowfx,Concept Of Grime,2026-01-23,,['523iXWyHL26prJR3GKjRhx'],['Starjunk 95'],2026,245.647
2GBQPfXoKEVKQwzy5XsX92,Physical,162416,35,"['melodic bass', 'tech house', 'future bass', 'edm']",6nPvpN2O16Phz5AZRljJa1,Physical (Original Mix),2026-01-23,,"['2E1NFr5AeEGUJkLUUsWCAO', '3RTklnRcfHgkQJwFpgOq3t']","['OFFAIAH', 'Nevve']",2026,162.416
1ZLOK7hel7evmw4zrDC3Gs,Bang That,170898,33,['tech house'],73s8sslEkwHlhjshOg3RbI,Bang That,2026-01-23,,['1VnFvf8K01AoqryDdQzitv'],['Dansyn'],2026,170.898
0uWrn7NVzQzNRNxgREBG4x,Din Da Da,172867,34,"['uk garage', 'hard house', 'ballroom vogue']",726YHzRPoDn1BP2IAYwBsC,Din Da Da,2026-01-23,,"['0c3I7EPZUCCG7khbUwQDjl', '3gWrhUgsZptXzw4SHZUgOl', '1tPCPj6UWSQ3VSQ8xwZ4ZJ', '1cKbeR3hJRlWFlAd3BJxGz']","['Airwolf Paradise', 'WOLTERS', 'Kevin Aviance', 'DJ Gomi']",2026,172.867
2PHTL1d8V2UmnVcIDebjQY,Can’t Stop,219212,31,"['funky house', 'tech house', 'disco house']",2mrrDlJa961xfvs24sF2rC,Can’t Stop,2026-01-23,,['132Hhe61bhvXtkygENHZHA'],['Wh0'],2026,219.212
0rQpHIQQesxUUuNCAt4Hb4,In Your House,186654,32,"['tech house', 'house', 'disco house']",6iCdmN5lTBgIGQzEG4UBe1,In Your House,2026-01-23,,"['6PDUdAoMV9dMy0wOt09Rsf', '4eHpewi8qb1L05TZvgKn7Z']","['Darius Syrossian', 'Capri']",2026,186.654
331bJRuzgiksWvFiuVKhmH,On The Ground,134244,64,[],61jk5gIaj4QKKgJxHeA8xX,On The Ground,2026-01-23,,['28ntgpEkMU9Zm7F3gLDMhZ'],['oskar med k'],2026,134.244
6wmcUbQP8wEchVGP7574fH,Blue Moon Factory,169133,48,"['melodic techno', 'techno', 'melodic house', 'progressive house']",3mty8TsZcgFGFNJjNBua0L,Blue Moon Factory,2026-01-23,,['29TpNOsTNYbLb6Xa10H0PR'],['Miss Monique'],2026,169.133
0BWgJJ02iBF3V0Fz2QAof5,Overflow,227586,45,"['drum and bass', 'liquid funk']",2cIfqcaxuhtILnLQc6uXRD,Overflow,2026-01-23,,"['6jsS2mOTAxVrlSUWiPLXpH', '4yzrGOiPCcssfpKBT0bnHR']","['T & Sugah', 'Nu-La']",2026,227.586
30xezUFREghIge0KoWsHMN,WATCH OUT,190503,47,"['hard techno', 'techno', 'hardcore techno', 'tekno']",27V9PgtYdbIsSUpEMXQrDA,WATCH OUT,2026-01-23,,['1c0DczTIcjLtkHHWNuXxdI'],['Samuel Moriero'],2026,190.503
74ulWk192IiJDpj3SYKoLU,I Run - James Hype Remix,137473,50,"['tech house', 'house']",46hJPkWegweBPNmqGMgQrT,I Run (James Hype Remix),2026-01-23,,"['7ouEqUl1PCVPlNninecdcz', '29G5je6tT7As2ZFY72CdXs', '43BxCL6t4c73BQnIJtry5v']","['HAVEN.', 'Kaitlin Aragon', 'James Hype']",2026,137.473
4SHkx6ZqqWYFYFJHemDLKK,Never Coming Down,183889,51,"['hardstyle', 'frenchcore', 'hardcore']",7ABAY9YdESYg7WWYkPwzuH,Never Coming Down,2026-01-22,,['4f0OXMMSxr0r8Ztx6CdpAl'],['Sub Zero Project'],2026,183.889
7zT0JEjTyggAl2o0XNXSTz,Without You,186562,15,['progressive house'],0w1mEsmvN8k2AtT2BekV9c,Without You,2026-01-16,,['1CQSuncRLKCkxHY5LixDqg'],['Ceily'],2026,186.562
3ArJ5pPOS5n6iv6pTWElew,Smack That,225230,42,"['tech house', 'house']",2KdxHZiQgGK4wq9HvBF6yr,Smack That,2026-01-16,,"['44T94QQEc60Jf7kqGY6Rip', '4puWXySdNLeDetOFeTmdjS']","['Lee Foss', 'POLOVICH']",2026,225.23
