track_id,track_name,track_duration_ms,track_popularity,track_genres,album_id,album_name,album_release_date,album_label,artist_ids,artist_names,release_year,track_duration_sec,source_playlist_id,playlist_name,playlist_owner,user_id
4sLvxpKLvagQ4lZHUpymza,Big Poe (feat. Sk8brd),182401,87,[],1jzv3jwZbt8lYfEtMjiD1R,DON'T TAP THE GLASS,2025-07-21,,"['4V8LLVI7PbaPR0K2TGSxFF', '2RdwBSPQiwcmiDo9kixcl8']","['Tyler, The Creator', 'Pharrell Williams']",2025,182.401,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
6xV7Be6XEvkSnighmh2Tzj,Sugar On My Tongue,153332,87,[],1jzv3jwZbt8lYfEtMjiD1R,DON'T TAP THE GLASS,2025-07-21,,['4V8LLVI7PbaPR0K2TGSxFF'],"['Tyler, The Creator']",2025,153.332,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
7DIMKlmJ0CL6eROkbptoqi,Sucka Free,161051,86,[],1jzv3jwZbt8lYfEtMjiD1R,DON'T TAP THE GLASS,2025-07-21,,['4V8LLVI7PbaPR0K2TGSxFF'],"['Tyler, The Creator']",2025,161.051,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
1lTqq0aC6r2bXLviQ3oaVt,Ring Ring Ring,201869,87,[],1jzv3jwZbt8lYfEtMjiD1R,DON'T TAP THE GLASS,2025-07-21,,['4V8LLVI7PbaPR0K2TGSxFF'],"['Tyler, The Creator']",2025,201.869,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
1IF3hx6HU46Pitm0dOdVJO,Stop Playing With Me,133307,85,[],1jzv3jwZbt8lYfEtMjiD1R,DON'T TAP THE GLASS,2025-07-21,,['4V8LLVI7PbaPR0K2TGSxFF'],"['Tyler, The Creator']",2025,133.307,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
5DRS7YEe1bwGJLDGviT3CD,Don't Tap That Glass / Tweakin',222124,84,[],1jzv3jwZbt8lYfEtMjiD1R,DON'T TAP THE GLASS,2025-07-21,,['4V8LLVI7PbaPR0K2TGSxFF'],"['Tyler, The Creator']",2025,222.124,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
45mVT3DCE7AATXgESSdfee,Don't You Worry Baby (feat. Madison McFerrin),178135,85,['alternative r&b'],1jzv3jwZbt8lYfEtMjiD1R,DON'T TAP THE GLASS,2025-07-21,,"['4V8LLVI7PbaPR0K2TGSxFF', '02zPEtdzUWnPToEVLRiQ7e']","['Tyler, The Creator', 'Madison McFerrin']",2025,178.135,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
5mEsgjX62uA42G3ooMubCC,IM YEAT,168549,77,"['alté', 'rage rap']",6WBTIajwa9AAwQusziUoae,IM YEAT,2025-07-18,,"['3qiHUAX7zY4Qnjx8TNUzVx', '6os1temnovzJIEGRUmn3fG']","['Yeat', 'BNYX®']",2025,168.549,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
240LThmj6xe6pBbJXMxWd4,Sunday In Brooklyn,237813,59,['uk r&b'],3h1mhf59nhAhNcg68ITKmM,NO RAP ON SUNDAY,2025-06-27,,"['2AfU5LYBVCiCtuCCfM7uVX', '50D6HQtMzB5fH7eXFA3tJK']","['Kota the Friend', 'Chanel Loren']",2025,237.813,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
5pqLT31JcC7kwjqIsq74D2,Thierry Henry,185379,58,"['uk grime', 'uk drill', 'drill', 'grime']",5LuSGdSF3GM7tFz9g2m7B3,Thierry Henry,2025-07-17,,"['6UCQYrcJ6wab6gnQ89OJFh', '7DGmBOT6629EbsQOqINEqJ']","['Headie One', '36']",2025,185.379,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
4vsarEetbprJa5Z2ZJ4RL7,Miami (feat. Lil Wayne & Rick Ross),217631,74,"['southern hip hop', 'hip hop', 'country', 'rap']",5aPR14AS7MRLz3fea04oKj,Miami,2025-07-25,,"['4oUHIQIBe0LHzYfvXNW4QM', '55Aa2cqylxrFIXC767Z865', '1sBkRIssrMs1AbVkOJbc7a']","['Morgan Wallen', 'Lil Wayne', 'Rick Ross']",2025,217.631,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
1RHTdr5QfviCYI70QPPDJN,Generation,164186,38,['k-pop'],0EsUBCjxGF328J7VRAE48Y,Acid Angel from Asia <ACCESS>,2022-10-28,,['5Z71xE9prhpHrqL5thVMyK'],['tripleS'],2022,164.186,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
6QCPweR3aP6nj7P43WpiZs,Rising,159933,36,['k-pop'],6ArYgWdHk7mcG4knENgPN5,ASSEMBLE,2023-02-13,,['5Z71xE9prhpHrqL5thVMyK'],['tripleS'],2023,159.933,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
1vXv9dofiTKuSDhHjHPy0V,Inner Dance,181346,25,['k-pop'],3fyTTHC2mJd3FUl6RXVEct,Glow <Inner Dance>,2024-06-21,,['5Z71xE9prhpHrqL5thVMyK'],['tripleS'],2024,181.346,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
5z1qoC9KRyVVDjs2ZHiFXJ,Just Do It,153506,19,['k-pop'],6wv9HJNrlzn53b3OLvsijR,NXT <Just Do It>,2023-12-23,,['5Z71xE9prhpHrqL5thVMyK'],['tripleS'],2023,153.506,7vhaamErffNetyvUgueBs3,🤯Jimin's Life Painkillers 2025,Jimin,5
